word	length	score	band	rarity	unique_ratio	repetition_ratio	unpredictability	shortness
liquid	6	1.782120	hard	3.647831	0.833333	0.166667	3.069165	0.166667
backdrop	8	1.770452	hard	3.412308	1.000000	0.000000	3.159160	0.125000
exactly	7	1.741249	hard	3.370453	1.000000	0.000000	3.123055	0.142857
guilty	6	1.738159	hard	3.245389	1.000000	0.000000	3.307156	0.166667
public	6	1.729977	hard	3.437420	1.000000	0.000000	2.798367	0.166667
jacket	6	1.727930	hard	3.594972	1.000000	0.000000	2.387842	0.166667
adjust	6	1.715062	hard	3.457178	1.000000	0.000000	2.725167	0.166667
matrix	6	1.712792	hard	3.334916	1.000000	0.000000	3.038021	0.166667
anxiety	7	1.712106	hard	3.185352	1.000000	0.000000	3.558622	0.142857
acquire	7	1.692239	hard	3.372354	1.000000	0.000000	3.045524	0.142857
tricky	6	1.683983	hard	3.321252	1.000000	0.000000	3.030677	0.166667
modify	6	1.683394	hard	3.312974	1.000000	0.000000	3.051213	0.166667
submit	6	1.672700	hard	3.184610	1.000000	0.000000	3.367370	0.166667
pumpkin	7	1.668359	hard	3.548445	0.857143	0.142857	3.187055	0.142857
column	6	1.657725	hard	3.154530	1.000000	0.000000	3.422980	0.166667
torque	6	1.649968	hard	3.348423	1.000000	0.000000	2.910003	0.166667
kidney	6	1.645949	hard	3.240344	1.000000	0.000000	3.183586	0.166667
quoted	6	1.644808	hard	3.439899	1.000000	0.000000	2.665764	0.166667
humble	6	1.632530	hard	3.297514	1.000000	0.000000	3.015838	0.166667
complex	7	1.630430	hard	3.535917	1.000000	0.000000	2.530905	0.142857
inquiry	7	1.617746	hard	3.539700	0.857143	0.142857	3.134684	0.142857
hockey	6	1.612115	hard	3.328238	1.000000	0.000000	2.906125	0.166667
deluxe	6	1.608488	hard	3.380269	0.833333	0.166667	3.503926	0.166667
hungry	6	1.590922	hard	3.307527	1.000000	0.000000	2.928291	0.166667
myself	6	1.583596	hard	3.238103	1.000000	0.000000	3.096994	0.166667
privacy	7	1.574268	hard	3.348686	1.000000	0.000000	2.931945	0.142857
maximum	7	1.560728	hard	3.671664	0.714286	0.285714	3.341245	0.142857
judgment	8	1.557502	hard	3.480837	1.000000	0.000000	2.666400	0.125000
sodium	6	1.555076	hard	3.057091	1.000000	0.000000	3.522907	0.166667
exotic	6	1.551260	hard	3.192020	1.000000	0.000000	3.168273	0.166667
subtle	6	1.545813	hard	3.018635	1.000000	0.000000	3.608644	0.166667
square	6	1.541794	hard	3.389491	1.000000	0.000000	2.643511	0.166667
turkey	6	1.540969	hard	3.262392	1.000000	0.000000	2.971015	0.166667
trophy	6	1.518549	hard	3.095469	1.000000	0.000000	3.369526	0.166667
weekly	6	1.515123	hard	3.369083	0.833333	0.166667	3.394523	0.166667
unique	6	1.513758	hard	3.521644	0.833333	0.166667	2.997917	0.166667
employ	6	1.508565	hard	3.203535	1.000000	0.000000	3.075231	0.166667
knight	6	1.506329	hard	3.249445	1.000000	0.000000	2.953177	0.166667
legacy	6	1.497500	hard	3.160472	1.000000	0.000000	3.170217	0.166667
volume	6	1.496971	hard	3.248635	1.000000	0.000000	2.941407	0.166667
policy	6	1.481039	hard	3.234565	1.000000	0.000000	2.954193	0.166667
fixing	6	1.476653	hard	3.600538	0.833333	0.166667	2.738891	0.166667
fairly	6	1.467711	hard	3.125166	1.000000	0.000000	3.217394	0.166667
anxious	7	1.461492	hard	3.227229	1.000000	0.000000	3.078988	0.142857
project	7	1.460177	hard	3.331883	1.000000	0.000000	2.806362	0.142857
jewelry	7	1.459299	hard	3.490494	0.857143	0.142857	3.027187	0.142857
olympic	7	1.458291	hard	3.297625	1.000000	0.000000	2.892174	0.142857
roughly	7	1.457747	hard	3.270006	1.000000	0.000000	2.962802	0.142857
faculty	7	1.454418	hard	3.246703	1.000000	0.000000	3.018141	0.142857
keyword	7	1.446808	hard	3.362386	1.000000	0.000000	2.707663	0.142857
quality	7	1.441656	hard	3.549341	1.000000	0.000000	2.216489	0.142857
lawyer	6	1.438783	hard	3.083469	1.000000	0.000000	3.282377	0.166667
budget	6	1.438024	hard	3.234538	1.000000	0.000000	2.890529	0.166667
amazon	6	1.436180	hard	3.444072	0.833333	0.166667	3.083607	0.166667
journey	7	1.433508	hard	3.403483	1.000000	0.000000	2.581663	0.142857
sticky	6	1.430995	hard	3.315741	1.000000	0.000000	2.670091	0.166667
mixture	7	1.430391	hard	3.306763	1.000000	0.000000	2.827204	0.142857
bucket	6	1.428406	hard	3.412042	1.000000	0.000000	2.417182	0.166667
briefly	7	1.421650	hard	3.224658	1.000000	0.000000	3.026606	0.142857
survey	6	1.411982	hard	3.253802	1.000000	0.000000	2.802120	0.166667
rubbish	7	1.396242	hard	3.298407	0.857143	0.142857	3.430574	0.142857
family	6	1.393374	hard	3.279482	1.000000	0.000000	2.708131	0.166667
specify	7	1.389541	hard	3.196515	1.000000	0.000000	3.051820	0.142857
amazed	6	1.389091	hard	3.481313	0.833333	0.166667	2.917516	0.166667
equality	8	1.385037	hard	3.371223	1.000000	0.000000	2.694373	0.125000
majority	8	1.384704	hard	3.340369	1.000000	0.000000	2.773680	0.125000
dynamic	7	1.384478	hard	3.149528	1.000000	0.000000	3.165847	0.142857
keyboard	8	1.380351	hard	3.272667	1.000000	0.000000	2.942334	0.125000
exhaust	7	1.376206	hard	3.210392	1.000000	0.000000	2.996173	0.142857
comply	6	1.376020	hard	3.414873	1.000000	0.000000	2.332244	0.166667
harmful	7	1.375629	hard	3.219670	1.000000	0.000000	2.971322	0.142857
simply	6	1.375055	hard	3.310090	1.000000	0.000000	2.601824	0.166667
publish	7	1.369069	hard	3.297453	1.000000	0.000000	2.760425	0.142857
dynamics	8	1.358008	hard	3.095465	1.000000	0.000000	3.367544	0.125000
superb	6	1.354788	hard	3.179932	1.000000	0.000000	2.908436	0.166667
deputy	6	1.354590	hard	3.179097	1.000000	0.000000	2.910302	0.166667
rapidly	7	1.345832	hard	3.144588	1.000000	0.000000	3.121363	0.142857
equally	7	1.343146	hard	3.586685	0.857143	0.142857	2.606302	0.142857
deploy	6	1.333849	hard	3.140695	1.000000	0.000000	2.978892	0.166667
luckily	7	1.333505	hard	3.509637	0.857143	0.142857	2.791294	0.142857
slowly	6	1.327214	hard	3.257521	0.833333	0.166667	3.404651	0.166667
upgrade	7	1.324278	hard	3.118239	1.000000	0.000000	3.157577	0.142857
exhibit	7	1.323050	hard	3.304601	0.857143	0.142857	3.306106	0.142857
upload	6	1.322042	hard	3.131189	1.000000	0.000000	2.985986	0.166667
flying	6	1.321779	hard	3.336863	1.000000	0.000000	2.453642	0.166667
flight	6	1.319016	hard	3.163884	1.000000	0.000000	2.896941	0.166667
breakdown	9	1.314495	hard	3.215586	1.000000	0.000000	3.071017	0.111111
campus	6	1.313143	hard	3.262715	1.000000	0.000000	2.632621	0.166667
agency	6	1.310225	hard	3.077566	1.000000	0.000000	3.107168	0.166667
supply	6	1.307454	hard	3.480953	0.833333	0.166667	2.797491	0.166667
unlike	6	1.307231	hard	3.144133	1.000000	0.000000	2.930563	0.166667
fabric	6	1.305410	hard	3.208184	1.000000	0.000000	2.762204	0.166667
proudly	7	1.299799	hard	3.282696	1.000000	0.000000	2.695958	0.142857
expand	6	1.298206	hard	3.405440	1.000000	0.000000	2.241348	0.166667
amazing	7	1.295581	hard	3.510644	0.857143	0.142857	2.732501	0.142857
rhythm	6	1.293623	hard	3.174682	0.833333	0.166667	3.569136	0.166667
plugin	6	1.279302	hard	3.259193	1.000000	0.000000	2.591592	0.166667
bridge	6	1.278364	hard	3.137287	1.000000	0.000000	2.905497	0.166667
number	6	1.271464	hard	3.150783	1.000000	0.000000	2.860370	0.166667
kingdom	7	1.266298	hard	3.352468	1.000000	0.000000	2.465862	0.142857
bright	6	1.256818	hard	3.158693	1.000000	0.000000	2.818212	0.166667
publicly	8	1.255776	hard	3.463950	0.875000	0.125000	2.816335	0.125000
background	10	1.250107	hard	3.353699	1.000000	0.000000	2.681302	0.100000
frequency	9	1.250023	hard	3.450550	0.888889	0.111111	2.859614	0.111111
backyard	8	1.249388	hard	3.424684	0.875000	0.125000	2.908428	0.125000
backing	7	1.247664	hard	3.432235	1.000000	0.000000	2.231945	0.142857
walking	7	1.241086	hard	3.376290	1.000000	0.000000	2.366895	0.142857
sturdy	6	1.240479	hard	3.105167	1.000000	0.000000	2.932442	0.166667
export	6	1.239558	hard	3.283659	1.000000	0.000000	2.469426	0.166667
packed	6	1.238825	hard	3.322092	1.000000	0.000000	2.368938	0.166667
verify	6	1.235218	hard	3.285842	1.000000	0.000000	2.457350	0.166667
copyright	9	1.232639	hard	3.158083	1.000000	0.000000	3.098460	0.111111
junior	6	1.228827	hard	3.392821	1.000000	0.000000	2.171191	0.166667
locked	6	1.218569	hard	3.224669	1.000000	0.000000	2.590898	0.166667
highly	6	1.214573	hard	3.301781	0.833333	0.166667	3.123285	0.166667
behalf	6	1.212811	hard	3.153296	1.000000	0.000000	2.766967	0.166667
curved	6	1.211107	hard	3.259992	1.000000	0.000000	2.488485	0.166667
bishop	6	1.206824	hard	3.161788	1.000000	0.000000	2.736133	0.166667
complexity	10	1.204472	hard	3.370149	1.000000	0.000000	2.571140	0.100000
obviously	9	1.202096	hard	3.297779	0.888889	0.111111	3.183730	0.111111
autumn	6	1.202041	hard	3.043455	0.833333	0.166667	3.772849	0.166667
proximity	9	1.200990	hard	3.375448	0.888889	0.111111	2.981209	0.111111
script	6	1.200911	hard	2.943118	1.000000	0.000000	3.292939	0.166667
blocking	8	1.200610	hard	3.403427	1.000000	0.000000	2.337824	0.125000
except	6	1.200239	hard	3.320206	0.833333	0.166667	3.054393	0.166667
calcium	7	1.196026	hard	3.172772	0.857143	0.142857	3.458865	0.142857
anybody	7	1.194774	hard	3.294510	0.857143	0.142857	3.142146	0.142857
nobody	6	1.190003	hard	3.196043	0.833333	0.166667	3.360360	0.166667
hardly	6	1.183665	hard	3.127453	1.000000	0.000000	2.790623	0.166667
highway	7	1.171262	hard	3.314293	0.857143	0.142857	3.056143	0.142857
yogurt	6	1.167020	hard	3.170975	1.000000	0.000000	2.653396	0.166667
stupid	6	1.166713	hard	3.054025	1.000000	0.000000	2.955420	0.166667
convey	6	1.165238	hard	3.189834	1.000000	0.000000	2.601979	0.166667
biology	7	1.165086	hard	3.261752	0.857143	0.142857	3.182886	0.142857
thankful	8	1.164353	hard	3.252215	1.000000	0.000000	2.675198	0.125000
broken	6	1.162584	hard	3.183680	1.000000	0.000000	2.613963	0.166667
bookmark	8	1.161300	hard	3.484895	0.750000	0.250000	3.175494	0.125000
glimpse	7	1.159514	hard	3.130159	1.000000	0.000000	2.882627	0.142857
beauty	6	1.150349	hard	3.112943	1.000000	0.000000	2.778789	0.166667
birthday	8	1.148217	hard	3.102560	1.000000	0.000000	3.038359	0.125000
balcony	7	1.146611	hard	3.195389	1.000000	0.000000	2.694798	0.142857
gravity	7	1.145943	hard	3.220599	1.000000	0.000000	2.628605	0.142857
walker	6	1.145234	hard	3.233091	1.000000	0.000000	2.460460	0.166667
buffer	6	1.142331	hard	3.370753	0.833333	0.166667	2.837859	0.166667
powder	6	1.141860	hard	3.091812	1.000000	0.000000	2.820864	0.166667
laundry	7	1.139606	hard	3.113304	1.000000	0.000000	2.896723	0.142857
drying	6	1.138521	hard	3.182701	1.000000	0.000000	2.580842	0.166667
buffet	6	1.138465	hard	3.315526	0.833333	0.166667	2.974968	0.166667
journal	7	1.136762	hard	3.344032	1.000000	0.000000	2.295754	0.142857
poetry	6	1.134686	hard	2.927361	1.000000	0.000000	3.235571	0.166667
wisdom	6	1.132612	hard	3.146206	1.000000	0.000000	2.666478	0.166667
pocket	6	1.132362	hard	3.184037	1.000000	0.000000	2.568262	0.166667
notify	6	1.130195	hard	2.995682	1.000000	0.000000	3.052211	0.166667
tackle	6	1.129484	hard	3.069319	1.000000	0.000000	2.860705	0.166667
fridge	6	1.127031	hard	3.075846	1.000000	0.000000	2.840187	0.166667
graphics	8	1.125916	hard	3.091494	1.000000	0.000000	3.033937	0.125000
lawsuit	7	1.125686	hard	2.989718	1.000000	0.000000	3.195739	0.142857
overly	6	1.123550	hard	3.165685	1.000000	0.000000	2.602672	0.166667
safely	6	1.120578	hard	3.041364	1.000000	0.000000	2.919810	0.166667
packing	7	1.119941	hard	3.374168	1.000000	0.000000	2.192889	0.142857
desktop	7	1.117600	hard	3.103968	1.000000	0.000000	2.888264	0.142857
explain	7	1.117496	hard	3.268245	1.000000	0.000000	2.463226	0.142857
physics	7	1.116457	hard	3.182450	0.857143	0.142857	3.315939	0.142857
workplace	9	1.115470	hard	3.236079	1.000000	0.000000	2.723129	0.111111
graphic	7	1.113869	hard	3.144989	1.000000	0.000000	2.776638	0.142857
upcoming	8	1.110727	hard	3.252640	1.000000	0.000000	2.594644	0.125000
powerful	8	1.110148	hard	3.216867	1.000000	0.000000	2.686310	0.125000
himself	7	1.107187	hard	3.031228	1.000000	0.000000	3.060970	0.142857
benchmark	9	1.107165	hard	3.250182	1.000000	0.000000	2.674349	0.111111
basket	6	1.106750	hard	3.130568	1.000000	0.000000	2.668604	0.166667
buffalo	7	1.103061	hard	3.363273	0.857143	0.142857	2.828410	0.142857
boutique	8	1.101638	hard	3.454546	0.875000	0.125000	2.612280	0.125000
quantum	7	1.101504	hard	3.571658	0.857143	0.142857	2.287140	0.142857
antique	7	1.097258	hard	3.219307	1.000000	0.000000	2.559813	0.142857
driveway	8	1.095459	hard	3.216140	1.000000	0.000000	2.666428	0.125000
mostly	6	1.094215	hard	3.074379	1.000000	0.000000	2.795361	0.166667
helpful	7	1.090908	hard	3.239519	0.857143	0.142857	3.130481	0.142857
painful	7	1.087827	hard	3.144494	1.000000	0.000000	2.739334	0.142857
slight	6	1.087693	hard	2.979366	1.000000	0.000000	3.031436	0.166667
partly	6	1.085968	hard	3.089627	1.000000	0.000000	2.743702	0.166667
purely	6	1.084848	hard	3.209479	1.000000	0.000000	2.432059	0.166667
advice	6	1.084809	hard	3.065092	1.000000	0.000000	2.805444	0.166667
creamy	6	1.083499	hard	3.062608	1.000000	0.000000	2.809929	0.166667
republic	8	1.081052	hard	3.187375	1.000000	0.000000	2.719477	0.125000
muscle	6	1.078452	hard	3.094785	1.000000	0.000000	2.719227	0.166667
custody	7	1.077034	hard	3.117253	1.000000	0.000000	2.793801	0.142857
browse	6	1.076878	hard	3.062570	1.000000	0.000000	2.800216	0.166667
widely	6	1.072689	hard	3.191376	1.000000	0.000000	2.460865	0.166667
husband	7	1.067166	hard	3.142685	1.000000	0.000000	2.713402	0.142857
obvious	7	1.063222	hard	3.227561	0.857143	0.142857	3.120390	0.142857
moving	6	1.061825	hard	3.303083	1.000000	0.000000	2.155852	0.166667
viable	6	1.061610	hard	3.173640	1.000000	0.000000	2.490322	0.166667
physical	8	1.061546	hard	3.150696	1.000000	0.000000	2.785444	0.125000
typical	7	1.059091	hard	3.110604	1.000000	0.000000	2.784410	0.142857
stadium	7	1.058803	hard	2.958484	1.000000	0.000000	3.177426	0.142857
growth	6	1.053991	hard	3.126063	1.000000	0.000000	2.602087	0.166667
bubble	6	1.051249	hard	3.560267	0.666667	0.333333	2.950497	0.166667
working	7	1.051111	hard	3.326589	1.000000	0.000000	2.213964	0.142857
bicycle	7	1.044249	hard	3.254746	0.857143	0.142857	3.021966	0.142857
excuse	6	1.043968	hard	3.323704	0.833333	0.166667	2.813805	0.166667
nearby	6	1.036127	hard	3.025410	1.000000	0.000000	2.835946	0.166667
comedy	6	1.035450	hard	3.162732	1.000000	0.000000	2.479776	0.166667
freshly	7	1.035362	hard	3.090823	1.000000	0.000000	2.800414	0.142857
launch	6	1.034902	hard	3.055391	1.000000	0.000000	2.756588	0.166667
equipment	9	1.031517	hard	3.291809	0.888889	0.111111	2.946433	0.111111
weight	6	1.030943	hard	3.029563	1.000000	0.000000	2.817525	0.166667
objective	9	1.025696	hard	3.353688	0.888889	0.111111	2.777764	0.111111
problem	7	1.021265	hard	3.175268	1.000000	0.000000	2.561120	0.142857
visual	6	1.021221	hard	3.158450	1.000000	0.000000	2.469767	0.166667
mainly	6	1.017773	hard	3.084202	1.000000	0.000000	2.656693	0.166667
example	7	1.017677	hard	3.347358	0.857143	0.142857	2.743064	0.142857
varying	7	1.016019	hard	3.253987	1.000000	0.000000	2.349748	0.142857
worthy	6	1.014848	hard	3.138367	1.000000	0.000000	2.512268	0.166667
voltage	7	1.011509	hard	3.012069	1.000000	0.000000	2.968762	0.142857
network	7	1.011020	hard	3.053105	1.000000	0.000000	2.861902	0.142857
probably	8	1.007497	hard	3.381503	0.875000	0.125000	2.661714	0.125000
gospel	6	1.005230	hard	3.031405	1.000000	0.000000	2.774664	0.166667
spectrum	8	1.004572	hard	3.046744	1.000000	0.000000	2.969889	0.125000
absorb	6	1.001639	hard	3.149277	0.833333	0.166667	3.202227	0.166667
mobile	6	0.999863	hard	3.047437	1.000000	0.000000	2.725248	0.166667
safety	6	0.999105	hard	2.919506	1.000000	0.000000	3.055005	0.166667
magazine	8	0.997442	hard	3.337362	0.875000	0.125000	2.760981	0.125000
shadow	6	0.996598	hard	3.039284	1.000000	0.000000	2.741496	0.166667
packet	6	0.996117	hard	3.175389	1.000000	0.000000	2.388762	0.166667
company	7	0.990469	hard	3.212480	1.000000	0.000000	2.419248	0.142857
marked	6	0.988476	hard	3.196651	1.000000	0.000000	2.322449	0.166667
double	6	0.985746	hard	3.137074	1.000000	0.000000	2.472493	0.166667
genius	6	0.983822	hard	2.910065	1.000000	0.000000	3.056779	0.166667
bundle	6	0.982594	hard	3.154575	1.000000	0.000000	2.422559	0.166667
parking	7	0.980623	hard	3.282407	1.000000	0.000000	2.223799	0.142857
ribbon	6	0.978557	hard	3.154945	0.833333	0.166667	3.153369	0.166667
lacking	7	0.978408	hard	3.283250	1.000000	0.000000	2.218336	0.142857
advisory	8	0.976171	hard	3.103187	1.000000	0.000000	2.781824	0.125000
advocacy	8	0.974118	hard	3.255579	0.750000	0.250000	3.491257	0.125000
boyfriend	9	0.973753	hard	3.102396	1.000000	0.000000	2.858912	0.111111
bracket	7	0.973005	hard	3.172699	1.000000	0.000000	2.496260	0.142857
default	7	0.972256	hard	2.974377	1.000000	0.000000	3.008088	0.142857
exclusive	9	0.970814	hard	3.352372	0.888889	0.111111	2.699853	0.111111
product	7	0.969848	hard	3.100420	1.000000	0.000000	2.678526	0.142857
impact	6	0.968047	hard	3.060522	1.000000	0.000000	2.644263	0.166667
optimum	7	0.967186	hard	3.172514	0.857143	0.142857	3.120473	0.142857
module	6	0.966605	hard	3.050943	1.000000	0.000000	2.666902	0.166667
feedback	8	0.966512	hard	3.285943	0.875000	0.125000	2.848146	0.125000
worship	7	0.966062	hard	3.081677	1.000000	0.000000	2.721393	0.142857
confirm	7	0.965610	hard	3.062379	1.000000	0.000000	2.770634	0.142857
update	6	0.963036	hard	2.938823	1.000000	0.000000	2.951602	0.166667
technique	9	0.961054	hard	3.187716	0.888889	0.111111	3.111256	0.111111
virtual	7	0.960231	hard	3.057500	1.000000	0.000000	2.775283	0.142857
display	7	0.959066	hard	3.139865	1.000000	0.000000	2.560530	0.142857
obtain	6	0.957877	hard	2.816848	1.000000	0.000000	3.259431	0.166667
luxurious	9	0.957571	hard	3.373398	0.777778	0.222222	3.117681	0.111111
vanity	6	0.953551	hard	3.097195	1.000000	0.000000	2.527934	0.166667
switch	6	0.953507	hard	3.049841	1.000000	0.000000	2.650345	0.166667
likely	6	0.951592	hard	3.298405	0.833333	0.166667	2.742371	0.166667
notably	7	0.949195	hard	3.056291	1.000000	0.000000	2.762060	0.142857
rainbow	7	0.948312	hard	3.039449	1.000000	0.000000	2.804311	0.142857
global	6	0.947307	hard	3.233153	0.833333	0.166667	2.904790	0.166667
costly	6	0.945364	hard	3.027117	1.000000	0.000000	2.697054	0.166667
garlic	6	0.941758	hard	3.040911	1.000000	0.000000	2.656036	0.166667
psychology	10	0.939537	hard	3.301134	0.800000	0.200000	3.242398	0.100000
symposium	9	0.939272	hard	3.240013	0.777778	0.222222	3.435555	0.111111
locksmith	9	0.937600	hard	3.162622	1.000000	0.000000	2.649578	0.111111
sunlight	8	0.936760	hard	3.004706	1.000000	0.000000	2.978141	0.125000
loving	6	0.935231	hard	3.215398	1.000000	0.000000	2.195071	0.166667
camping	7	0.932490	hard	3.208604	1.000000	0.000000	2.343366	0.142857
famous	6	0.931903	hard	3.128190	1.000000	0.000000	2.415694	0.166667
taking	6	0.931502	hard	3.143197	1.000000	0.000000	2.376286	0.166667
unlikely	8	0.931291	hard	3.243985	0.875000	0.125000	2.904478	0.125000
voluntary	9	0.930900	hard	3.105050	1.000000	0.000000	2.788553	0.111111
workshop	8	0.929598	hard	3.294997	0.875000	0.125000	2.770035	0.125000
talking	7	0.928544	hard	3.144152	1.000000	0.000000	2.504218	0.142857
flower	6	0.922348	hard	3.073272	1.000000	0.000000	2.543578	0.166667
formula	7	0.921443	hard	3.136013	1.000000	0.000000	2.514748	0.142857
medium	6	0.919766	hard	3.146410	0.833333	0.166667	3.088335	0.166667
uniform	7	0.916720	hard	3.079034	1.000000	0.000000	2.655120	0.142857
holiday	7	0.915576	hard	3.022316	1.000000	0.000000	2.800121	0.142857
playground	10	0.915241	hard	3.199025	1.000000	0.000000	2.585196	0.100000
warmth	6	0.915129	hard	3.086183	1.000000	0.000000	2.499488	0.166667
combat	6	0.913216	hard	3.120485	1.000000	0.000000	2.407935	0.166667
summary	7	0.913082	hard	3.251550	0.857143	0.142857	2.835891	0.142857
hazardous	9	0.912701	hard	3.304900	0.888889	0.111111	2.736530	0.111111
binary	6	0.909796	hard	3.103701	1.000000	0.000000	2.446277	0.166667
vocabulary	10	0.908035	hard	3.295502	0.900000	0.100000	2.767641	0.100000
marking	7	0.906104	hard	3.266647	1.000000	0.000000	2.154149	0.142857
humanity	8	0.905418	hard	3.052013	1.000000	0.000000	2.809349	0.125000
figure	6	0.905298	hard	3.110856	1.000000	0.000000	2.421110	0.166667
premium	7	0.903093	hard	3.159415	0.857143	0.142857	3.059387	0.142857
python	6	0.901940	hard	3.079195	1.000000	0.000000	2.498021	0.166667
poverty	7	0.895846	hard	3.149895	1.000000	0.000000	2.440919	0.142857
happily	7	0.893974	hard	3.268918	0.857143	0.142857	2.762658	0.142857
cycling	7	0.893817	hard	3.283126	0.857143	0.142857	2.725677	0.142857
lineup	6	0.893550	hard	2.969362	1.000000	0.000000	2.769662	0.166667
autism	6	0.890984	hard	2.901740	1.000000	0.000000	2.940756	0.166667
handful	7	0.889870	hard	3.151858	1.000000	0.000000	2.426987	0.142857
journalism	10	0.887136	hard	3.239538	1.000000	0.000000	2.438774	0.100000
imagery	7	0.886625	hard	3.062964	1.000000	0.000000	2.652094	0.142857
frequently	10	0.884850	hard	3.323115	0.900000	0.100000	2.661871	0.100000
lightly	7	0.884649	hard	3.178037	0.857143	0.142857	2.983896	0.142857
knowledge	9	0.884616	hard	3.182168	0.888889	0.111111	3.012352	0.111111
modular	7	0.884353	hard	3.060987	1.000000	0.000000	2.653841	0.142857
slightly	8	0.882934	hard	3.120410	0.875000	0.125000	3.152445	0.125000
package	7	0.879240	hard	3.284648	0.857143	0.142857	2.700144	0.142857
facing	6	0.878845	hard	3.137011	1.000000	0.000000	2.314267	0.166667
marvel	6	0.870712	hard	3.113501	1.000000	0.000000	2.363022	0.166667
gluten	6	0.867936	hard	2.952973	1.000000	0.000000	2.774099	0.166667
advise	6	0.862977	hard	2.952526	1.000000	0.000000	2.767906	0.166667
builder	7	0.862463	hard	3.088461	1.000000	0.000000	2.550347	0.142857
player	6	0.861880	hard	3.040571	1.000000	0.000000	2.538562	0.166667
gently	6	0.861446	hard	3.024339	1.000000	0.000000	2.579900	0.166667
involve	7	0.858780	hard	3.148358	0.857143	0.142857	3.022331	0.142857
liberty	7	0.857646	hard	3.023887	1.000000	0.000000	2.710225	0.142857
drawing	7	0.857400	hard	3.099750	1.000000	0.000000	2.513649	0.142857
expect	6	0.856865	hard	3.320206	0.833333	0.166667	2.545635	0.166667
rights	6	0.854999	hard	2.912734	1.000000	0.000000	2.859004	0.166667
namely	6	0.854793	hard	3.005911	1.000000	0.000000	2.617706	0.166667
promptly	8	0.854108	hard	3.256493	0.875000	0.125000	2.757771	0.125000
produce	7	0.853547	hard	3.058371	1.000000	0.000000	2.614962	0.142857
pharmacy	8	0.851684	hard	3.208269	0.875000	0.125000	2.878906	0.125000
horizon	7	0.851175	hard	3.288864	0.857143	0.142857	2.647657	0.142857
suffer	6	0.848659	hard	3.124795	0.833333	0.166667	3.038886	0.166667
divorce	7	0.846953	hard	3.027504	1.000000	0.000000	2.685027	0.142857
survival	8	0.846764	hard	3.273236	0.875000	0.125000	2.703586	0.125000
cruise	6	0.844505	hard	2.847845	1.000000	0.000000	3.011285	0.166667
rabbit	6	0.844014	hard	3.107344	0.833333	0.166667	3.077139	0.166667
jersey	6	0.843891	hard	3.326151	0.833333	0.166667	2.511034	0.166667
rocket	6	0.843235	hard	3.011335	1.000000	0.000000	2.586553	0.166667
flexible	8	0.841795	hard	3.404323	0.750000	0.250000	2.910490	0.125000
published	9	0.841741	hard	3.167279	1.000000	0.000000	2.495505	0.111111
randomly	8	0.840982	hard	3.063444	1.000000	0.000000	2.684312	0.125000
diploma	7	0.839703	hard	3.078323	1.000000	0.000000	2.542848	0.142857
buried	6	0.839697	hard	3.078225	1.000000	0.000000	2.408309	0.166667
breeze	6	0.836256	hard	3.352248	0.666667	0.333333	3.169972	0.166667
ruling	6	0.836254	hard	3.086490	1.000000	0.000000	2.381828	0.166667
humidity	8	0.834361	hard	3.145149	0.875000	0.125000	3.016493	0.125000
branch	6	0.833076	hard	3.102721	1.000000	0.000000	2.335141	0.166667
